auction_id,domain,title,max_budget,weight_cost,weight_reliability,weight_delivery,weight_reviews,duration_minutes,created_at
AUC-0972,IT Hardware,Procurement Request #0972 - IT Hardware,453994.39,23,23,14,40,30,2026-02-25 00:00:00
AUC-0973,Raw Materials & Metals,Procurement Request #0973 - Raw Materials & Metals,167532.89,24,21,26,29,30,2026-06-01 00:00:00
AUC-0974,Construction & Infrastructure,Procurement Request #0974 - Construction & Infrastructure,243454.12,48,34,22,10,15,2026-05-31 00:00:00
AUC-0975,Raw Materials & Metals,Procurement Request #0975 - Raw Materials & Metals,120754.21,55,23,24,10,30,2026-04-18 00:00:00
AUC-0976,Manufacturing & Heavy Machinery,Procurement Request #0976 - Manufacturing & Heavy Machinery,323833.26,30,14,26,30,10,2026-05-06 00:00:00
AUC-0977,Healthcare & Medical Supplies,Procurement Request #0977 - Healthcare & Medical Supplies,489700.75,49,14,26,11,5,2026-06-28 00:00:00
AUC-0978,Software & Cloud Services,Procurement Request #0978 - Software & Cloud Services,305711.62,49,25,11,15,10,2026-05-25 00:00:00
AUC-0979,Logistics & Freight,Procurement Request #0979 - Logistics & Freight,185328.9,27,29,23,21,5,2026-02-01 00:00:00
AUC-0980,Logistics & Freight,Procurement Request #0980 - Logistics & Freight,327430.55,56,19,11,14,10,2026-02-01 00:00:00
AUC-0981,Logistics & Freight,Procurement Request #0981 - Logistics & Freight,70231.13,39,21,19,21,15,2026-05-06 00:00:00
AUC-0982,IT Hardware,Procurement Request #0982 - IT Hardware,445442.95,29,14,28,29,30,2026-01-14 00:00:00
AUC-0983,Logistics & Freight,Procurement Request #0983 - Logistics & Freight,256511.14,38,16,15,31,30,2026-01-02 00:00:00
AUC-0984,IT Hardware,Procurement Request #0984 - IT Hardware,230181.37,55,21,12,12,5,2026-04-18 00:00:00
AUC-0985,Raw Materials & Metals,Procurement Request #0985 - Raw Materials & Metals,297073.75,51,19,28,10,30,2026-03-29 00:00:00
AUC-0986,Manufacturing & Heavy Machinery,Procurement Request #0986 - Manufacturing & Heavy Machinery,316144.09,39,25,29,10,10,2026-02-06 00:00:00
AUC-0987,Construction & Infrastructure,Procurement Request #0987 - Construction & Infrastructure,45170.15,55,24,24,10,30,2026-02-09 00:00:00
AUC-0988,Manufacturing & Heavy Machinery,Procurement Request #0988 - Manufacturing & Heavy Machinery,344482.44,40,12,29,19,30,2026-04-11 00:00:00
AUC-0989,Software & Cloud Services,Procurement Request #0989 - Software & Cloud Services,128546.52,45,20,27,8,5,2026-06-22 00:00:00
AUC-0990,Raw Materials & Metals,Procurement Request #0990 - Raw Materials & Metals,359836.79,37,30,12,21,10,2026-01-08 00:00:00
AUC-0991,Construction & Infrastructure,Procurement Request #0991 - Construction & Infrastructure,413042.05,55,35,19,10,5,2026-06-15 00:00:00
AUC-0992,Construction & Infrastructure,Procurement Request #0992 - Construction & Infrastructure,403939.67,25,16,29,30,5,2026-05-27 00:00:00
AUC-0993,Construction & Infrastructure,Procurement Request #0993 - Construction & Infrastructure,280725.47,32,34,25,9,5,2026-02-01 00:00:00
AUC-0994,Healthcare & Medical Supplies,Procurement Request #0994 - Healthcare & Medical Supplies,264883.25,54,15,10,21,15,2026-02-23 00:00:00
AUC-0995,Software & Cloud Services,Procurement Request #0995 - Software & Cloud Services,80009.22,57,24,12,7,15,2026-04-14 00:00:00
AUC-0996,Construction & Infrastructure,Procurement Request #0996 - Construction & Infrastructure,389919.61,22,25,10,43,15,2026-04-23 00:00:00
AUC-0997,Software & Cloud Services,Procurement Request #0997 - Software & Cloud Services,142990.6,46,10,26,18,15,2026-04-09 00:00:00
AUC-0998,Logistics & Freight,Procurement Request #0998 - Logistics & Freight,253380.76,25,13,13,49,10,2026-03-16 00:00:00
AUC-0999,Software & Cloud Services,Procurement Request #0999 - Software & Cloud Services,149294.31,31,18,12,39,10,2026-03-21 00:00:00
AUC-1000,Raw Materials & Metals,Procurement Request #1000 - Raw Materials & Metals,75575.9,30,11,29,30,15,2026-02-17 00:00:00
AUC-1001,IT Hardware,Procurement Request #1001 - IT Hardware,318483.27,23,19,22,36,5,2026-03-24 00:00:00
AUC-1002,Software & Cloud Services,Procurement Request #1002 - Software & Cloud Services,36622.7,41,38,20,10,15,2026-04-08 00:00:00
AUC-1003,Manufacturing & Heavy Machinery,Procurement Request #1003 - Manufacturing & Heavy Machinery,376836.16,27,11,16,46,10,2026-06-03 00:00:00
AUC-1004,Construction & Infrastructure,Procurement Request #1004 - Construction & Infrastructure,165617.53,35,25,26,14,30,2026-01-31 00:00:00
AUC-1005,Logistics & Freight,Procurement Request #1005 - Logistics & Freight,10066.0,23,20,24,33,30,2026-01-18 00:00:00
AUC-1006,Raw Materials & Metals,Procurement Request #1006 - Raw Materials & Metals,260453.28,21,23,30,26,10,2026-01-06 00:00:00
AUC-1007,Logistics & Freight,Procurement Request #1007 - Logistics & Freight,32957.44,50,40,28,10,5,2026-03-06 00:00:00
AUC-1008,Manufacturing & Heavy Machinery,Procurement Request #1008 - Manufacturing & Heavy Machinery,145323.08,50,30,14,10,15,2026-05-27 00:00:00
AUC-1009,Raw Materials & Metals,Procurement Request #1009 - Raw Materials & Metals,356418.48,48,12,30,10,10,2026-02-07 00:00:00
AUC-1010,Logistics & Freight,Procurement Request #1010 - Logistics & Freight,40717.91,54,15,17,14,30,2026-05-24 00:00:00
AUC-1011,Raw Materials & Metals,Procurement Request #1011 - Raw Materials & Metals,421275.86,22,10,24,44,15,2026-06-18 00:00:00
AUC-1012,Software & Cloud Services,Procurement Request #1012 - Software & Cloud Services,11871.76,20,11,25,44,15,2026-06-04 00:00:00
AUC-1013,Logistics & Freight,Procurement Request #1013 - Logistics & Freight,130943.7,44,21,30,5,10,2026-05-31 00:00:00
AUC-1014,Manufacturing & Heavy Machinery,Procurement Request #1014 - Manufacturing & Heavy Machinery,373042.99,52,19,11,18,10,2026-05-18 00:00:00
AUC-1015,Construction & Infrastructure,Procurement Request #1015 - Construction & Infrastructure,164972.37,24,19,12,45,30,2026-06-29 00:00:00
AUC-1016,IT Hardware,Procurement Request #1016 - IT Hardware,59927.27,28,33,27,12,15,2026-04-22 00:00:00
AUC-1017,Software & Cloud Services,Procurement Request #1017 - Software & Cloud Services,186514.62,54,26,20,10,15,2026-06-13 00:00:00
AUC-1018,Logistics & Freight,Procurement Request #1018 - Logistics & Freight,142492.71,48,18,17,17,15,2026-03-30 00:00:00
AUC-1019,Software & Cloud Services,Procurement Request #1019 - Software & Cloud Services,422928.83,44,40,29,10,15,2026-01-06 00:00:00
AUC-1020,Healthcare & Medical Supplies,Procurement Request #1020 - Healthcare & Medical Supplies,163540.48,28,30,10,32,30,2026-01-03 00:00:00
AUC-1021,IT Hardware,Procurement Request #1021 - IT Hardware,396576.91,31,23,27,19,30,2026-04-12 00:00:00
AUC-1022,Construction & Infrastructure,Procurement Request #1022 - Construction & Infrastructure,447017.35,25,35,30,10,5,2026-05-19 00:00:00
AUC-1023,IT Hardware,Procurement Request #1023 - IT Hardware,222570.54,48,31,13,8,15,2026-04-08 00:00:00
AUC-1024,Manufacturing & Heavy Machinery,Procurement Request #1024 - Manufacturing & Heavy Machinery,455872.14,53,21,22,10,10,2026-06-29 00:00:00
AUC-1025,IT Hardware,Procurement Request #1025 - IT Hardware,194885.85,27,24,21,28,10,2026-04-25 00:00:00
AUC-1026,IT Hardware,Procurement Request #1026 - IT Hardware,482398.42,34,33,10,23,15,2026-06-25 00:00:00
AUC-1027,Healthcare & Medical Supplies,Procurement Request #1027 - Healthcare & Medical Supplies,53751.87,42,16,12,30,15,2026-02-27 00:00:00
AUC-1028,Software & Cloud Services,Procurement Request #1028 - Software & Cloud Services,346639.44,46,40,21,10,5,2026-03-14 00:00:00
AUC-1029,Raw Materials & Metals,Procurement Request #1029 - Raw Materials & Metals,251968.88,58,16,10,16,10,2026-06-14 00:00:00
AUC-1030,Raw Materials & Metals,Procurement Request #1030 - Raw Materials & Metals,199947.91,27,37,18,18,30,2026-02-14 00:00:00
AUC-1031,Construction & Infrastructure,Procurement Request #1031 - Construction & Infrastructure,320028.82,32,31,28,9,10,2026-01-18 00:00:00
AUC-1032,Construction & Infrastructure,Procurement Request #1032 - Construction & Infrastructure,354889.97,28,33,12,27,10,2026-03-09 00:00:00
AUC-1033,Construction & Infrastructure,Procurement Request #1033 - Construction & Infrastructure,12138.0,29,38,26,10,15,2026-02-20 00:00:00
AUC-1034,Manufacturing & Heavy Machinery,Procurement Request #1034 - Manufacturing & Heavy Machinery,91807.01,21,32,27,20,15,2026-06-25 00:00:00
AUC-1035,Construction & Infrastructure,Procurement Request #1035 - Construction & Infrastructure,359392.56,49,10,23,18,5,2026-03-25 00:00:00
AUC-1036,Raw Materials & Metals,Procurement Request #1036 - Raw Materials & Metals,336528.85,46,18,13,23,30,2026-05-08 00:00:00
AUC-1037,Logistics & Freight,Procurement Request #1037 - Logistics & Freight,483363.28,48,34,11,10,10,2026-01-14 00:00:00
AUC-1038,Logistics & Freight,Procurement Request #1038 - Logistics & Freight,382908.52,41,27,24,10,15,2026-01-03 00:00:00
AUC-1039,Raw Materials & Metals,Procurement Request #1039 - Raw Materials & Metals,475878.63,32,20,12,36,5,2026-02-28 00:00:00
AUC-1040,Healthcare & Medical Supplies,Procurement Request #1040 - Healthcare & Medical Supplies,354244.85,42,40,12,10,10,2026-02-21 00:00:00
AUC-1041,Software & Cloud Services,Procurement Request #1041 - Software & Cloud Services,156045.58,41,19,12,28,5,2026-01-09 00:00:00
AUC-1042,Raw Materials & Metals,Procurement Request #1042 - Raw Materials & Metals,61628.81,47,35,10,8,15,2026-03-07 00:00:00
AUC-1043,Software & Cloud Services,Procurement Request #1043 - Software & Cloud Services,393093.69,26,25,17,32,15,2026-01-15 00:00:00
AUC-1044,Manufacturing & Heavy Machinery,Procurement Request #1044 - Manufacturing & Heavy Machinery,325633.12,41,26,17,16,5,2026-06-04 00:00:00
AUC-1045,Construction & Infrastructure,Procurement Request #1045 - Construction & Infrastructure,33611.15,48,34,13,5,30,2026-05-30 00:00:00
AUC-1046,IT Hardware,Procurement Request #1046 - IT Hardware,186424.73,25,11,11,53,30,2026-03-23 00:00:00
AUC-1047,Manufacturing & Heavy Machinery,Procurement Request #1047 - Manufacturing & Heavy Machinery,478831.91,24,35,14,27,5,2026-04-25 00:00:00
AUC-1048,IT Hardware,Procurement Request #1048 - IT Hardware,255196.56,34,29,30,10,30,2026-01-18 00:00:00
AUC-1049,IT Hardware,Procurement Request #1049 - IT Hardware,222037.28,23,27,11,39,15,2026-04-09 00:00:00
AUC-1050,Raw Materials & Metals,Procurement Request #1050 - Raw Materials & Metals,234272.81,26,29,23,22,10,2026-06-04 00:00:00
AUC-1051,Manufacturing & Heavy Machinery,Procurement Request #1051 - Manufacturing & Heavy Machinery,112352.53,59,10,24,7,30,2026-04-30 00:00:00
AUC-1052,Manufacturing & Heavy Machinery,Procurement Request #1052 - Manufacturing & Heavy Machinery,190666.51,42,38,29,10,5,2026-03-29 00:00:00
AUC-1053,Healthcare & Medical Supplies,Procurement Request #1053 - Healthcare & Medical Supplies,191208.5,21,24,26,29,15,2026-06-01 00:00:00
AUC-1054,Software & Cloud Services,Procurement Request #1054 - Software & Cloud Services,35653.96,26,13,10,51,5,2026-06-02 00:00:00
AUC-1055,Manufacturing & Heavy Machinery,Procurement Request #1055 - Manufacturing & Heavy Machinery,386108.14,27,38,28,10,10,2026-06-14 00:00:00
AUC-1056,Construction & Infrastructure,Procurement Request #1056 - Construction & Infrastructure,214087.17,36,21,23,20,30,2026-06-09 00:00:00
AUC-1057,Raw Materials & Metals,Procurement Request #1057 - Raw Materials & Metals,412868.14,31,17,14,38,5,2026-01-17 00:00:00
AUC-1058,Software & Cloud Services,Procurement Request #1058 - Software & Cloud Services,426670.52,39,28,23,10,15,2026-03-22 00:00:00
AUC-1059,Construction & Infrastructure,Procurement Request #1059 - Construction & Infrastructure,113877.09,49,34,14,10,10,2026-05-02 00:00:00
AUC-1060,Logistics & Freight,Procurement Request #1060 - Logistics & Freight,332103.21,53,20,19,10,15,2026-01-04 00:00:00
AUC-1061,Construction & Infrastructure,Procurement Request #1061 - Construction & Infrastructure,241418.08,52,31,14,10,5,2026-03-03 00:00:00
AUC-1062,Construction & Infrastructure,Procurement Request #1062 - Construction & Infrastructure,441276.8,50,37,11,10,30,2026-03-31 00:00:00
AUC-1063,Software & Cloud Services,Procurement Request #1063 - Software & Cloud Services,115712.93,32,30,16,22,5,2026-03-30 00:00:00
AUC-1064,Software & Cloud Services,Procurement Request #1064 - Software & Cloud Services,342128.47,45,32,24,10,15,2026-05-30 00:00:00
AUC-1065,Construction & Infrastructure,Procurement Request #1065 - Construction & Infrastructure,307798.54,41,29,19,11,30,2026-03-27 00:00:00
AUC-1066,Software & Cloud Services,Procurement Request #1066 - Software & Cloud Services,154697.72,26,24,11,39,30,2026-02-27 00:00:00
AUC-1067,IT Hardware,Procurement Request #1067 - IT Hardware,76934.44,60,17,17,6,30,2026-06-10 00:00:00
AUC-1068,Software & Cloud Services,Procurement Request #1068 - Software & Cloud Services,329303.48,35,25,20,20,30,2026-02-23 00:00:00
AUC-1069,Raw Materials & Metals,Procurement Request #1069 - Raw Materials & Metals,371912.75,31,36,10,23,15,2026-01-04 00:00:00
AUC-1070,IT Hardware,Procurement Request #1070 - IT Hardware,164657.4,42,10,27,21,5,2026-02-07 00:00:00
AUC-1071,Logistics & Freight,Procurement Request #1071 - Logistics & Freight,325967.98,48,16,30,6,15,2026-01-13 00:00:00
AUC-1072,IT Hardware,Procurement Request #1072 - IT Hardware,203614.14,32,16,19,33,10,2026-02-27 00:00:00
AUC-1073,Logistics & Freight,Procurement Request #1073 - Logistics & Freight,359471.37,31,20,27,22,10,2026-02-16 00:00:00
AUC-1074,Software & Cloud Services,Procurement Request #1074 - Software & Cloud Services,107615.48,21,15,18,46,5,2026-01-07 00:00:00
AUC-1075,Manufacturing & Heavy Machinery,Procurement Request #1075 - Manufacturing & Heavy Machinery,446205.35,28,22,30,20,5,2026-03-29 00:00:00
AUC-1076,Software & Cloud Services,Procurement Request #1076 - Software & Cloud Services,150830.7,39,24,17,20,15,2026-04-07 00:00:00
AUC-1077,Healthcare & Medical Supplies,Procurement Request #1077 - Healthcare & Medical Supplies,190215.13,25,40,26,10,30,2026-01-18 00:00:00
AUC-1078,IT Hardware,Procurement Request #1078 - IT Hardware,38465.06,29,38,14,19,10,2026-02-20 00:00:00
AUC-1079,Construction & Infrastructure,Procurement Request #1079 - Construction & Infrastructure,64640.98,39,32,21,10,15,2026-06-04 00:00:00
AUC-1080,Raw Materials & Metals,Procurement Request #1080 - Raw Materials & Metals,262772.33,60,17,11,12,10,2026-05-19 00:00:00
AUC-1081,Logistics & Freight,Procurement Request #1081 - Logistics & Freight,141120.41,29,20,17,34,5,2026-06-12 00:00:00
AUC-1082,Manufacturing & Heavy Machinery,Procurement Request #1082 - Manufacturing & Heavy Machinery,419385.31,37,37,14,12,30,2026-02-24 00:00:00
AUC-1083,Healthcare & Medical Supplies,Procurement Request #1083 - Healthcare & Medical Supplies,17199.76,25,35,25,15,5,2026-02-13 00:00:00
AUC-1084,Construction & Infrastructure,Procurement Request #1084 - Construction & Infrastructure,195756.08,39,34,30,10,15,2026-05-09 00:00:00
AUC-1085,Construction & Infrastructure,Procurement Request #1085 - Construction & Infrastructure,175299.32,49,15,20,16,15,2026-05-16 00:00:00
AUC-1086,Healthcare & Medical Supplies,Procurement Request #1086 - Healthcare & Medical Supplies,19470.54,45,32,25,10,30,2026-03-11 00:00:00
AUC-1087,Construction & Infrastructure,Procurement Request #1087 - Construction & Infrastructure,70940.52,40,30,28,10,5,2026-02-24 00:00:00
AUC-1088,Software & Cloud Services,Procurement Request #1088 - Software & Cloud Services,212684.91,32,24,17,27,30,2026-02-26 00:00:00
AUC-1089,Logistics & Freight,Procurement Request #1089 - Logistics & Freight,251503.65,42,38,22,10,10,2026-04-07 00:00:00
AUC-1090,Logistics & Freight,Procurement Request #1090 - Logistics & Freight,208101.98,55,12,14,19,5,2026-03-18 00:00:00
AUC-1091,Raw Materials & Metals,Procurement Request #1091 - Raw Materials & Metals,270159.46,53,21,17,9,5,2026-05-01 00:00:00
AUC-1092,Construction & Infrastructure,Procurement Request #1092 - Construction & Infrastructure,301614.52,54,20,23,10,30,2026-05-01 00:00:00
AUC-1093,Raw Materials & Metals,Procurement Request #1093 - Raw Materials & Metals,14862.67,46,21,25,8,15,2026-03-12 00:00:00
AUC-1094,Raw Materials & Metals,Procurement Request #1094 - Raw Materials & Metals,237406.63,21,15,24,40,10,2026-03-10 00:00:00
AUC-1095,Healthcare & Medical Supplies,Procurement Request #1095 - Healthcare & Medical Supplies,482114.63,24,21,12,43,15,2026-05-10 00:00:00
AUC-1096,Construction & Infrastructure,Procurement Request #1096 - Construction & Infrastructure,264325.82,49,30,12,10,15,2026-03-01 00:00:00
AUC-1097,IT Hardware,Procurement Request #1097 - IT Hardware,341995.71,27,12,21,40,5,2026-05-21 00:00:00
AUC-1098,Software & Cloud Services,Procurement Request #1098 - Software & Cloud Services,162813.29,41,16,20,23,15,2026-03-20 00:00:00
AUC-1099,Healthcare & Medical Supplies,Procurement Request #1099 - Healthcare & Medical Supplies,389255.78,37,16,29,18,10,2026-05-21 00:00:00
AUC-1100,Logistics & Freight,Procurement Request #1100 - Logistics & Freight,388731.53,20,34,19,27,15,2026-03-31 00:00:00
AUC-1101,Manufacturing & Heavy Machinery,Procurement Request #1101 - Manufacturing & Heavy Machinery,265435.06,40,40,22,10,5,2026-05-02 00:00:00
AUC-1102,Healthcare & Medical Supplies,Procurement Request #1102 - Healthcare & Medical Supplies,488246.77,47,34,14,10,30,2026-03-01 00:00:00
AUC-1103,Software & Cloud Services,Procurement Request #1103 - Software & Cloud Services,71519.61,33,25,17,25,30,2026-04-30 00:00:00
AUC-1104,Logistics & Freight,Procurement Request #1104 - Logistics & Freight,18304.36,25,20,16,39,30,2026-06-29 00:00:00
AUC-1105,Raw Materials & Metals,Procurement Request #1105 - Raw Materials & Metals,387377.52,33,24,24,19,5,2026-04-07 00:00:00
AUC-1106,Software & Cloud Services,Procurement Request #1106 - Software & Cloud Services,405506.21,51,37,14,10,15,2026-01-04 00:00:00
AUC-1107,Raw Materials & Metals,Procurement Request #1107 - Raw Materials & Metals,68901.54,42,20,17,21,30,2026-04-20 00:00:00
AUC-1108,Healthcare & Medical Supplies,Procurement Request #1108 - Healthcare & Medical Supplies,140135.59,40,34,27,10,15,2026-03-26 00:00:00
AUC-1109,Construction & Infrastructure,Procurement Request #1109 - Construction & Infrastructure,18600.66,21,28,11,40,10,2026-02-10 00:00:00
AUC-1110,Logistics & Freight,Procurement Request #1110 - Logistics & Freight,153721.22,51,30,29,10,30,2026-04-09 00:00:00
AUC-1111,Software & Cloud Services,Procurement Request #1111 - Software & Cloud Services,388839.52,45,12,27,16,30,2026-02-19 00:00:00
AUC-1112,Raw Materials & Metals,Procurement Request #1112 - Raw Materials & Metals,263800.66,26,20,28,26,30,2026-06-14 00:00:00
AUC-1113,Logistics & Freight,Procurement Request #1113 - Logistics & Freight,180566.84,25,15,13,47,10,2026-01-10 00:00:00
